,city,company,location,salary,title
0,Philadelphia,Defined Clarity,"Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)",$65 - $75 an hour,Data Analyst / Data Scientist
1,Philadelphia,Children's Hospital of Philadelphia,"Philadelphia, PA 19146 (Point Breeze area)",No Salary,Data Scientist I
2,Philadelphia,Children's Hospital of Philadelphia,"Philadelphia, PA 19146 (Point Breeze area)",No Salary,Supv DBHi Data Scientist
3,Philadelphia,Federal Reserve Bank of Philadelphia,"Philadelphia, PA",No Salary,Real Time Data Research Analyst
4,Philadelphia,"Pavone Marketing Group, Inc.","Philadelphia, PA 19136 (Mayfield area)",No Salary,Data Analyst
5,Philadelphia,Drexel University,"Philadelphia, PA",No Salary,Data Analyst
6,Philadelphia,Lockheed Martin,"King of Prussia, PA 19406",No Salary,Data Scientist Analyst Staff
7,Philadelphia,Comcast,"Philadelphia, PA 19103 (Belmont area)",No Salary,"Scientist 4, Entrprs Data & Anlytcs 1470"
8,Philadelphia,CSL Behring,"King of Prussia, PA",No Salary,Statistical Scientist
9,Philadelphia,Drexel University,"Philadelphia, PA",No Salary,Research Scientist
12,Philadelphia,Wuxi AppTec,"Philadelphia, PA",No Salary,Research Scientist
13,Philadelphia,Clarivate Analytics,"Philadelphia, PA",No Salary,Senior Data Scientist
14,Philadelphia,Community College of Philadelphia,"Philadelphia, PA",No Salary,Research & Data Analyst
15,Philadelphia,Vanguard,"Malvern, PA",No Salary,Data Scientist II
16,Philadelphia,IQVIA,"Plymouth Meeting, PA",No Salary,"Data Scientist, Advanced Analytics"
17,Philadelphia,Kinetica DB,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",No Salary,Solutions Architect/Data Scientist
18,Philadelphia,Independence Blue Cross,"Philadelphia, PA",No Salary,Research Analyst
19,Philadelphia,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",No Salary,Research Assoc I
20,Philadelphia,Lockheed Martin,"Cherry Hill, NJ 08002",No Salary,Research Internship
21,Philadelphia,University of Pennsylvania,"Philadelphia, PA",No Salary,STATISTICAL ANALYST A/B
22,Philadelphia,Independence Blue Cross,"Philadelphia, PA",No Salary,Senior Research Scientist
23,Philadelphia,AIG,"Philadelphia, PA",No Salary,Senior Research Scientist
24,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,"Principal Scientist, Economic and Data Sciences"
25,Philadelphia,Temple University,"Philadelphia, PA",No Salary,Business Analyst - Institutional Research & Assessment
26,Philadelphia,PFM,"Philadelphia, PA",No Salary,Investment Research Analyst
27,Philadelphia,The Reinvestment Fund,"Philadelphia, PA 19103 (Belmont area)",No Salary,Research Analyst
28,Philadelphia,Wells Fargo,"Philadelphia, PA",No Salary,Senior Data Scientist / Analytic Consultant 5
29,Philadelphia,Thompson Building,"Philadelphia, PA 19107 (City Center East area)",No Salary,Research Analyst - Emergency Medicine Department - Full Time
33,Philadelphia,KPMG,"Philadelphia, PA",No Salary,"Senior Associate, Data Scientist/Statistics -- Financial Ser..."
35,Philadelphia,BAYADA Home Health Care,"Philadelphia, PA",No Salary,Marketing Research Analyst - Survey Tools
36,Philadelphia,"PeopleMetrics, Inc.","Philadelphia, PA 19103 (Belmont area)",No Salary,Research & Insights Analyst
37,Philadelphia,Vanguard,"Malvern, PA",No Salary,Data Engineer
38,Philadelphia,University of Pennsylvania,"Philadelphia, PA",No Salary,STATISTICAL ANALYSIS PROGRAMMER CALIFORNIA
39,Philadelphia,University of Pennsylvania,"Philadelphia, PA",No Salary,QUALITATIVE RESEARCH ANALYST
40,Philadelphia,Vanguard,"Malvern, PA",No Salary,Artificial Intelligence (AI) Machine Learning (ML) Engineer
41,Philadelphia,IMS Health,"Plymouth Meeting, PA 19462",No Salary,Data Science Software Developer
42,Philadelphia,Vanguard,"Malvern, PA",No Salary,Principal Data Scientist
43,Philadelphia,Wuxi AppTec,"Philadelphia, PA",No Salary,Senior Research Scientist - Analytical Development
44,Philadelphia,KPMG,"Philadelphia, PA",No Salary,Data Visualization Software Engineer
45,Philadelphia,Vanguard,"Malvern, PA",No Salary,Statistical Analyst
46,Philadelphia,Katalyst Healthcares & Life Sciences,"Philadelphia, PA 19019 (Somerton area)",No Salary,Statistical Programmer
47,Philadelphia,GlaxoSmithKline,"Upper Providence, PA",No Salary,Drug Discovery Data Scientist - In Silico Unit
48,Philadelphia,IMS Health,"Plymouth Meeting, PA 19462",No Salary,Big Data Engineer
49,Philadelphia,KPMG,"Philadelphia, PA",No Salary,"Senior Associate, Data Scientist -- ML/NLP"
50,Philadelphia,Air Liquide,"Conshohocken, PA",No Salary,Scientist- Optimization Research
52,Philadelphia,University of Pennsylvania,"Philadelphia, PA",No Salary,SENIOR STATISTICAL ANALYST
53,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,Statistical Programmer
54,Philadelphia,ECRI Institute,"Plymouth Meeting, PA 19462",No Salary,Research Analyst I
55,Philadelphia,Slalom Consulting,"Philadelphia, PA",No Salary,Advanced Analytics- Solution Principal
56,Philadelphia,Kantar Health,"Horsham, PA",No Salary,Market Research Analyst / Methodologist
57,Philadelphia,Comcast,"Philadelphia, PA 19103 (Belmont area)",No Salary,"Director, Data Science"
58,Philadelphia,Comcast,"Philadelphia, PA 19103 (Belmont area)",No Salary,"Executive Director, Data Science"
59,Philadelphia,ECRI Institute,"Plymouth Meeting, PA 19462",No Salary,Genetics Research Analyst
60,Philadelphia,The Dow Chemical Company,"Collegeville, PA 19426",No Salary,Analytical Research Associate
61,Philadelphia,Glenmede,"Philadelphia, PA",No Salary,"Impact Research Analyst, Public Markets"
62,Philadelphia,JLL,"Berwyn, PA",No Salary,"Analyst, Research"
63,Philadelphia,Nielsen,"Philadelphia, PA",No Salary,Software Engineer/Data Engineer
64,Philadelphia,Bluemle Life Science Bldg,"Philadelphia, PA 19107 (City Center East area)",No Salary,Research Tech A - Cancer Biology - Lab of Elda Grabocka
65,Philadelphia,North Highland,"Philadelphia, PA",No Salary,Data Analytics Engineer
66,Philadelphia,CBRE,"Conshohocken, PA",No Salary,Research Analyst Intern
67,Philadelphia,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",No Salary,Research Assistant I
68,Philadelphia,KPMG,"Philadelphia, PA",No Salary,"Director, Data Scientist"
69,Philadelphia,University of Pennsylvania,"Philadelphia, PA",No Salary,RESEARCH SPECIALIST A/B
78,Philadelphia,Exponent,"Philadelphia, PA 19104 (Belmont area)",No Salary,Human Factors Scientist
79,Philadelphia,Cross MediaWorks,"Philadelphia, PA",No Salary,Director of Data Science
80,Philadelphia,Independence Blue Cross,"Philadelphia, PA",No Salary,Senior Research Analyst - Medical Cost & Business Analytics
81,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,"Associate Principal Scientist, Outcomes Research"
82,Philadelphia,Comcast,"Philadelphia, PA 19103 (Belmont area)",No Salary,"Research Analyst, Executive Search"
83,Philadelphia,Ascensus,"Dresher, PA 19025",No Salary,Senior Data Scientist
84,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,"Principal Scientist, Outcomes Research"
85,Philadelphia,Workbridge Associates,"Philadelphia, PA","$95,000 - $120,000 a year",Data Scientist (statistical modeling with insurance backgrou...
86,Philadelphia,KPMG,"Philadelphia, PA",No Salary,"Director, Data Scientist/Statistics -- Financial Services"
87,Philadelphia,University of Pennsylvania Health System,"Philadelphia, PA",No Salary,"Administration and Finance Officer, Genetics"
88,Philadelphia,KPMG,"Philadelphia, PA",No Salary,Director HR Data Scientist
89,Philadelphia,Arkema Americas,"King of Prussia, PA",No Salary,Scientist / Research Scientist - Altuglas Job
90,Philadelphia,Subaru of America,"Cherry Hill, NJ",No Salary,Lead Programmer Analyst - Data Scientist
91,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Quality Test Analyst III
92,Philadelphia,The Chemours Company,"Wilmington, DE",No Salary,Research Associate
93,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,Clinical Data Standards Architect Statistical Programming
94,Philadelphia,Pfizer Inc.,"Collegeville, PA",No Salary,Solution Engineer – Cloud Analytics
95,Philadelphia,Pfizer Inc.,"Collegeville, PA",No Salary,"Associate Director, Asset Lead, Clinical Data Sciences"
96,Philadelphia,Citi,"Wilmington, DE 19894",No Salary,Data Scientist-Omni Channel Servicing and Sales Analytics Le...
97,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,POSTDOCTORAL FELLOW POPULATION ANALYTICS
98,Philadelphia,Citi,"Wilmington, DE 19894",No Salary,Data Scientist – Speech & Interactive Voice Response (IVR) A...
99,Philadelphia,Workbridge Associates,"Mount Laurel, NJ","$100,000 - $130,000 a year",Python Developer/Data Scientist
101,Philadelphia,TD Bank,"Mount Laurel, NJ",No Salary,Senior IT Development Manager (Data Architecture and Analysi...
102,Philadelphia,Sabre Systems Inc.,"Horsham, PA 19044",No Salary,Sr. Computer Scientist
104,Philadelphia,BNY Mellon,"King of Prussia, PA",No Salary,"Sr Rep, Data Management / Quantitative Analysis"
106,Philadelphia,The Dow Chemical Company,"Collegeville, PA 19426",No Salary,Analytical Research Technologist
108,Philadelphia,Workbridge Associates,"Wilmington, DE","$85,000 - $110,000 a year",Data Scientist (Statistical Modeling)
114,Philadelphia,Workbridge Associates,"Wilmington, DE","$90,000 - $100,000 a year","Data Scientist (Hadoop, SAS, R, Python)"
115,Philadelphia,City of Philadelphia,"Philadelphia, PA","$36,486 - $46,907 a year",Police Forensic Science Technician
116,Philadelphia,Cytel,"King of Prussia, PA",No Salary,Senior Statistical Programmer
117,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Scientist, Analytical, Large Molecule Material Science"
118,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,"Associate Principal Programmer, Statistical Programming- Onc..."
119,Philadelphia,Temple University Health System,"Philadelphia, PA",No Salary,SR SYS ANALYST - CLIN RESEARCH (Fox Chase Cancer Center)
120,Philadelphia,GlaxoSmithKline,"King of Prussia, PA",No Salary,"Process Engineering, Control and Automation Scientist"
121,Philadelphia,3coast,"Philadelphia, PA","$150,000 - $250,000 a year",Quant Research Analyst
122,Philadelphia,Incyte Corporation,"Wilmington, DE",No Salary,"Research / Sr. Research Scientist, In Vivo Pharmacology"
123,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"IT Senior Manager, Business Technology Leader, Clinical Deve..."
124,Philadelphia,Jacobs,"Philadelphia, PA",No Salary,Laboratory Architect and Planner
125,Philadelphia,"Stratacache, A Family of Companies","Malvern, PA 19355",No Salary,"Manager, Data Analysis & Insights"
126,Philadelphia,Icon plc,"North Wales, PA",No Salary,Sr Statistical Programmer II
127,Philadelphia,Zimmer Biomet,"Claymont, DE",No Salary,Sr. Research Scientist (Immuno Assay Development)
128,Philadelphia,Drexel University,"Philadelphia, PA",No Salary,Research Analyst and Program Manager
129,Philadelphia,PRA Health Sciences,"Blue Bell, PA",No Salary,Principal Statistical Programmer- Home Based
130,Philadelphia,BOEING,"Ridley Park, PA",No Salary,Service Technical Analyst
131,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,POSTDOC CARDIOVASCULAR AND METABOLIC DISEASES
132,Philadelphia,"Vertex, Inc.","King of Prussia, PA",No Salary,Tax Research Analyst-Associate
133,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Digital Transformation Consultant
134,Philadelphia,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)",No Salary,Senior Human Resources Associate
135,Philadelphia,Willis Towers Watson,"Philadelphia, PA",No Salary,Data Scientist
136,Philadelphia,M&T Bank,"Wilmington, DE",No Salary,Senior Research Analyst - Wilmington Trust Investment Adviso...
137,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Scientist, Life Cycle Management, Large Molecule Material Sc..."
138,Philadelphia,SEI,"Oaks, PA",No Salary,Manager Research Analyst - International Equity
139,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Scientist, Drug Substance, Large Molecule Material Science (..."
140,Philadelphia,"Stratacache, A Family of Companies","Malvern, PA 19355",No Salary,Data Scientist
141,Philadelphia,EXL,"Wilmington, DE",No Salary,"Manager, Decision Analytics Services (Modeler)"
142,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Sr Quality Test Engineer
143,Philadelphia,"VWR International, LLC","Radnor, PA",No Salary,Data Scientist
144,Philadelphia,Ascent Services Group,"Gwynedd, PA 19454",No Salary,Biomedical Information Analyst - I (Assistant)
145,Philadelphia,Morgan Stanley,"West Conshohocken, PA",No Salary,"Hedge Fund of Funds Research Analyst - Global Macro, Emergin..."
146,Philadelphia,CSL Behring,"King of Prussia, PA",No Salary,Head of Safety Sciences
147,Philadelphia,Klein Management Systems,"Spring House, PA",No Salary,Research Associate - Targeted Delivery Team
148,Philadelphia,3coast,"Philadelphia, PA","$85,000 - $115,000 a year",Data Scientist
149,Philadelphia,Jobspring Partners,"Bryn Mawr, PA","$100,000 - $120,000 a year",IT Manager
150,Philadelphia,Pfizer Inc.,"Collegeville, PA",No Salary,"Director, Clinical Science"
151,Philadelphia,BOEING,"Ridley Park, PA",No Salary,CH-47 Field Service Representative - India
152,Philadelphia,CSL Behring,"King of Prussia, PA",No Salary,Data Scientist
153,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Account Executive
154,Philadelphia,Pfizer Inc.,"Collegeville, PA",No Salary,Statistical Programming Lead (Manager)
155,Philadelphia,Johnson & Johnson Family of Companies,"Horsham, PA",No Salary,"Associate Director, Safety Science & Policy Scientist"
156,Philadelphia,"VWR International, LLC","Collegeville, PA",No Salary,Lab Science Manager
160,Philadelphia,Citi,"Wilmington, DE 19894",No Salary,Data Scientist - Phones Channel Analytics and Optimization
161,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,Statistical Programming Lead-Associate Director (Early Devel...
162,Philadelphia,Johnson & Johnson Family of Companies,"Horsham, PA",No Salary,"Director, Medical Affairs, Dermatology"
163,Philadelphia,CSL Behring,"King of Prussia, PA",No Salary,Global TA Head Coagulation and Acquired Bleeding
164,Philadelphia,"Anthem, Inc.","Wilmington, DE",No Salary,"Director HealthCore Research, Safety and Epidemiology (Remot..."
165,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,2018 Janssen R&D Pharmaceutical Development and Manufacturin...
166,Philadelphia,Merck,"West Point, PA",No Salary,"Senior Scientist, Upstream - Vaccine Process Development and..."
167,Philadelphia,CSL Behring,"King of Prussia, PA",No Salary,"Clinical Research - Global Clinical Therapeutic Area Head, C..."
168,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Director, Clinical Research Physician, Oncology - Experiment..."
169,Philadelphia,TekVizor,"Philadelphia, PA",No Salary,Deep Learning (Neural Network) Data Science
170,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Technologist - Entry level
171,Philadelphia,Federal Reserve Bank of Philadelphia,"Philadelphia, PA",No Salary,Senior Quantitative Analyst
172,Philadelphia,Drexel University College of Medicine,"Philadelphia, PA",No Salary,Post Doctoral Researcher
173,Philadelphia,Louis Berger,"Philadelphia, PA",No Salary,Transportation Co-op
174,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,PMO Analyst
175,Philadelphia,Temple University Health System,"Philadelphia, PA",No Salary,POSTDOC ASSOCIATE
176,Philadelphia,American Association for Cancer Research,"Philadelphia, PA",No Salary,"Program Associate, SU2C"
177,Philadelphia,Wuxi AppTec,"Philadelphia, PA",No Salary,"Associate Scientist, Flow Cytometry"
178,Philadelphia,Lannett Company Inc,"Philadelphia, PA",No Salary,AR&D Scientist II
179,Philadelphia,American Association for Cancer Research,"Philadelphia, PA",No Salary,Accounting Associate
188,Philadelphia,Trujay Group,"Philadelphia, PA",No Salary,Data Scientist Intern
189,Philadelphia,PNC Financial Services Group,"Philadelphia, PA",No Salary,Quantitative Analyst
190,Philadelphia,Eli Lilly,"Philadelphia, PA",No Salary,Senior Analytical Development Chemist
191,Philadelphia,Howard Hughes Medical Institute,"Philadelphia, PA",No Salary,Administrative Assistant
192,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Software Engineer II
193,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Lead Software Engineer
194,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Lead Software Engineer - Platforms
195,Philadelphia,Jacobs,"Philadelphia, PA",No Salary,Landscape Archtitect
196,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Senior Software Engineer
197,Philadelphia,Cardinal Health,"Philadelphia, PA",No Salary,"Scientist II, Chemistry, Manufacturing & Controls (CMC)"
198,Philadelphia,Covance,"Philadelphia, PA",No Salary,Program Liaison
199,Philadelphia,Springer Nature,"Philadelphia, PA",No Salary,"Senior Editor, Scholarly Journal (Managing Editor)"
200,Philadelphia,Wuxi AppTec,"Philadelphia, PA",No Salary,Associate Scientist Virus Production
201,Philadelphia,Comcast,"Philadelphia, PA 19103 (Belmont area)",No Salary,"Sr. Analyst, EBI Solution Realization"
202,Philadelphia,FMC Corporation,"Philadelphia, PA 19103 (Belmont area)",No Salary,Global Regulatory Manager
203,Philadelphia,Publicis Healthcare Communications Group,"Philadelphia, PA",No Salary,"VP/Director, Social Strategy- Digitas Health, Philadelphia"
204,Philadelphia,Digitas Health,"Philadelphia, PA 19107 (City Center East area)",No Salary,"VP/Director, Social Strategy- Digitas Health"
205,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,VP Software Engineering (Clinical Solutions)
206,Philadelphia,"Langan Engineering and Environmental Services, Inc...","Philadelphia, PA 19103 (Belmont area)",No Salary,"Environmental Scientist, Geologist, or Hydrogeologist - Entr..."
207,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Senior Software Engineer - Search
208,Philadelphia,Lannett Company Inc,"Philadelphia, PA",No Salary,Product Development Technician
209,Philadelphia,Linode,"Philadelphia, PA",No Salary,Cloud Server Build Engineer
210,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Infrastructure Facilities Engineer
211,Philadelphia,Wuxi AppTec,"Philadelphia, PA",No Salary,"Associate Director, Process Development"
212,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Director Software Engineering (Search & Discovery)
213,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Senior Infrastructure Architect
214,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Senior Incident Response & Security Engineer
215,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,Sr. Architect
216,Philadelphia,TRC,"Philadelphia, PA 19103 (Belmont area)",No Salary,Junior Environmental Scientist / Geologist
217,Philadelphia,Bison,"North Central, PA",No Salary,Soil Farm Permitter
218,Philadelphia,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)",No Salary,Post Doc Fellow
219,Philadelphia,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)",No Salary,Administrative Clinical Manager
220,Philadelphia,Merck,"West Point, PA",No Salary,Associate Principal Scientist - Veterinarian
221,Philadelphia,Quest Diagnostics,"Norristown, PA",No Salary,Forensic Scientist
222,Philadelphia,Quest Diagnostics,"Norristown, PA",No Salary,Scientist Certifying-Negative
223,Philadelphia,Quest Diagnostics,"Norristown, PA",No Salary,Scientist Certifying-Positive
224,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,Associate Principal Scientist
226,Philadelphia,GlaxoSmithKline,"Collegeville, PA 19426",No Salary,Senior Scientist
227,Philadelphia,Agilent,"Wilmington, DE",No Salary,Business Analyst Intern
229,Philadelphia,Teva Pharmaceutical Industries Ltd.,"West Chester, PA 19380",No Salary,Biological Researcher I
240,Philadelphia,Nemours,"Wilmington, DE 19803",No Salary,Biostatistician
241,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Principal Scientist, PK/PD"
242,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,JANSSEN PK/PD SCIENTIST INTERN
243,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Front End Developer
245,Philadelphia,Johnson & Johnson Family of Companies,"Raritan, NJ",No Salary,Senior Statistician
246,Philadelphia,DuPont,"Wilmington, DE",No Salary,Bioinformatics Scientist (PhD)
248,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Senior Associate Scientist, Bioassay Method Development"
249,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"King of Prussia, PA",No Salary,Microbiologist II
250,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,Senior Epidemiologist
251,Philadelphia,Merck,"West Point, PA",No Salary,Principal Scientist - Clinical Microbiologist
252,Philadelphia,Charles River Laboratories,"Horsham, PA 19044",No Salary,Formulations Technician I 1
253,Philadelphia,BOEING,"Ridley Park, PA",No Salary,Supply Chain Specialist
254,Philadelphia,BOEING,"Ridley Park, PA",No Salary,Systems Support Technologist
255,Philadelphia,BOEING,"Ridley Park, PA",No Salary,Reliability & Maintainability Systems Engineering Technician
256,Philadelphia,BOEING,"Ridley Park, PA",No Salary,H-47 Manufacturing Planner
257,Philadelphia,IMS Health,"Plymouth Meeting, PA 19462",No Salary,APLD – Statistician
258,Philadelphia,ATC Group Services,"Plymouth Meeting, PA 19462",No Salary,"Environmental Scientist I - Plymouth Meeting, PA"
259,Philadelphia,Teva Pharmaceutical Industries Ltd.,"West Chester, PA 19382",No Salary,Scientist I
260,Philadelphia,TransReach,"Wilmington, DE",No Salary,Sr. Statistician
262,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Principal Scientist, Oncology & Discovery Chemistry"
263,Philadelphia,Berkadia Commercial Mortgage,"Ambler, PA",No Salary,Product Owner
264,Philadelphia,GlaxoSmithKline,"Upper Providence, PA",No Salary,Imaging Mass Spectrometry Scientist
266,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Full Stack Developer
268,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,POST DOC DISCOVERY SCIENCES
269,Philadelphia,Sodexo,"King of Prussia, PA",No Salary,Chem Store Chemist
270,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",No Salary,Bioreactor Scientist
271,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",No Salary,Sample Management Scientist
272,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",No Salary,High Throughput Process Development Scientist
273,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",No Salary,Upstream Biologics Process Development Scientist
276,Philadelphia,Merck,"Upper Gwynedd, PA",No Salary,"Associate Principal Scientist, (Associate Director) Epidemio..."
278,Philadelphia,Charles River Laboratories,"Horsham, PA 19044",No Salary,Formulation Laboratory Technician I
280,Philadelphia,Elsevier,"Philadelphia, PA 19103 (Belmont area)",No Salary,"Senior Financial Analyst, Elsevier Health Markets"
282,Philadelphia,Axalta Coating Systems,"Philadelphia, PA",No Salary,Senior Chemist - Electrocoat
290,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Associate Scientist, Separation Large Molecule Method Develo..."
291,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"Malvern, PA",No Salary,Bioassay Method Development Scientist
292,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"Malvern, PA",No Salary,Fermentation Scientist
294,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Assistant Scientist, Downstream Processing / Purification"
295,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"Malvern, PA",No Salary,Cell Culture Scientist
296,Philadelphia,Johnson & Johnson Family of Companies,"Malvern, PA",No Salary,"Senior Scientist, CAR-T (1 of 3)"
297,Philadelphia,VenatoRx Pharmaceuticals,"Malvern, PA",No Salary,Formulation Scientist
298,Philadelphia,Virtus Pharmaceuticals,"Bristol, PA",No Salary,Formulation R&D Scientist III
299,Philadelphia,Virtus Pharmaceuticals,"Bristol, PA",No Salary,Senior Formulation Development Scientist
300,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Delivery Manager/Scrum Master
302,Philadelphia,Bracket,"Wayne, PA 19087",No Salary,Clinical Scientist
303,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Executive Assistant
304,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Program Manager
305,Philadelphia,Mobiquity,"Wayne, PA",No Salary,VUI Designer - Freelance
306,Philadelphia,Mobiquity,"Wayne, PA",No Salary,"Marketing Manager, Demand Generation"
307,Philadelphia,Johnson Matthey,"Wayne, PA 19087",No Salary,Process Development Technician II
308,Philadelphia,Mobiquity,"Wayne, PA",No Salary,Senior Systems Architect
309,Philadelphia,Honeywell,"Fort Washington, PA 19034",No Salary,Scientist / Application Chemist
310,Philadelphia,GlaxoSmithKline,"Collegeville, PA 19426",No Salary,Protein Biochemist
311,Philadelphia,OneMain Financial,"Wilmington, DE",No Salary,Lead Quantitative Analyst - Incentives
313,Philadelphia,Nemours,"Wilmington, DE 19803",No Salary,Bioinformatician
316,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Senior Scientist, PK/PD Biologics Development Sciences"
317,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Sr. Scientist, Cryo-Electron Microscopy"
319,Philadelphia,Scientific Research Corporation,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",No Salary,Logistics Engineer - Obsolesce
322,Philadelphia,DuPont,"Wilmington, DE",No Salary,Scientist (Swine)
323,Philadelphia,Merck,"West Point, PA",No Salary,"Sr. Scientist, Chemistry"
325,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"Spring House, PA",No Salary,Scientist - Cell Development
326,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Senior Scientist, Cell Biology"
327,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"West Chester, PA",No Salary,Scientist/Group Leader
328,Philadelphia,OneMain Financial,"Wilmington, DE",No Salary,Lead Quantitative Analyst
329,Philadelphia,GlaxoSmithKline,"Collegeville, PA 19426",No Salary,Regulatory Compliance
331,Philadelphia,Janssen Research & Development,"Spring House, PA",No Salary,"Biomarker Programmer, Immunology Early Development"
335,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Scientist, Cell Biology"
336,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Scientist, Functional Genomics"
339,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Director, Assay Development"
340,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,Clinical Project Scientist
341,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Director, Biostatistics"
342,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Senior Scientist, Global Clinical Pharmacology"
343,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Scientific Director, Clinical Pathologist"
344,Philadelphia,Eurofins Lancaster Laboratories Professional Scien...,"Spring House, PA",No Salary,Downstream Scientist Large Molecule
345,Philadelphia,Johnson & Johnson Family of Companies,"Spring House, PA",No Salary,"Associate Director, Clinical Project Scientist-Oncology"
350,Philadelphia,CDM Smith,"Wayne, PA",No Salary,Environmental Scientist 1
351,Philadelphia,PS&S,"Cherry Hill, NJ 08003",No Salary,Environmental Remediation Scientist
