,city,company,location,salary,title
15017,Atlanta,IgnitionOne,"Atlanta, GA",No Salary,"Software Engineer, Data Engineering"
15018,Atlanta,Diverse Lynx,"Atlanta, GA",No Salary,Data Analyst /Data Scientist
15019,Atlanta,CapTech Consulting,"Atlanta, GA",No Salary,"Data Engineer, Power BI"
15020,Atlanta,CapTech Consulting,"Atlanta, GA",No Salary,"Data Engineer, Scala"
15021,Atlanta,CapTech Consulting,"Atlanta, GA",No Salary,"Data Engineer, Python"
15022,Atlanta,Turner,"Atlanta, GA 30319",No Salary,"Analyst, Research"
15023,Atlanta,The Hexagon Lavish,"Atlanta, GA",No Salary,Constructive Research Statistician
15024,Atlanta,Travelport,"Atlanta, GA",No Salary,Customer Research Analyst (CX Analyst)
15025,Atlanta,SKIM,"Atlanta, GA",No Salary,Market Research Analyst
15026,Atlanta,Feedzai,"Atlanta, GA",No Salary,Data Scientist Director
15027,Atlanta,Capgemini,"Atlanta, GA",No Salary,Data Scientist - Senior Consultant - Florida!
15028,Atlanta,Capgemini,"Atlanta, GA",No Salary,Data Analyst Lead - EDS Data Scientist
15029,Atlanta,Kantar Millward Brown,"Atlanta, GA",No Salary,Market Research Analyst
15030,Atlanta,JLL,"Atlanta, GA 30326 (Buckhead area)",No Salary,GIS Research Analyst
15031,Atlanta,TEGNA,"Atlanta, GA",No Salary,Marketing Research Analyst
15032,Atlanta,Hearst Auto,"Chamblee, GA",No Salary,Data Engineer
15033,Atlanta,SunTrust,"Atlanta, GA",No Salary,Analyst - Equity Research
15034,Atlanta,Alyn,"Atlanta, GA",No Salary,Senior Security Data Scientist / Data Wrangler
15035,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Data Engineer - GC Insights, New Ventures"
15036,Atlanta,Risk Solutions,"Alpharetta, GA",No Salary,Statistical Modeler
15037,Atlanta,Turner,"Atlanta, GA 30319",No Salary,"Digital Research, Analyst"
15044,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Data Engineer - New Ventures Campus
15045,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,Big Data Software Engineer
15046,Atlanta,WestRock,"Duluth, GA",No Salary,"Data Science Intern – Duluth, GA"
15047,Atlanta,Equifax,"Atlanta, GA",No Salary,Principal Data Scientist - University Research Director
15048,Atlanta,AT&T,"Alpharetta, GA",No Salary,Big Data Software Engineer
15049,Atlanta,Varian Medical Systems,"Atlanta, GA",No Salary,Data Scientist Intern
15050,Atlanta,UNITED PARCEL SERVICE,"Alpharetta, GA",No Salary,Lead Data Scientist
15051,Atlanta,The Home Depot,"Atlanta, GA",No Salary,SR DATA ANALYST SUPPLY CHAIN- DELIVERY DATA ANALYTICS
15052,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Data Engineer Intern - New Ventures Campus
15053,Atlanta,Georgia State University,"Atlanta, GA",No Salary,"Sponsor Funded Professional | Research Scientist, Senior"
15054,Atlanta,Emory University,"Atlanta, GA",No Salary,Sponsored Research Financial Analyst
15055,Atlanta,PNC Financial Services Group,"Atlanta, GA",No Salary,Business Analytics Consultant Sr
15056,Atlanta,UNITED PARCEL SERVICE,"Atlanta, GA",No Salary,"Director, Data Science & Machine Learning GA or NJ"
15057,Atlanta,2M Research Services,"Atlanta, GA 30328",No Salary,Evaluation Specialist for Geospatial Research
15058,Atlanta,Cox Automotive,"Atlanta, GA",No Salary,Decision Science Analyst Intern (Summer 2018)
15059,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,"Senior Associate, Data Scientist/Statistics -- Financial Ser..."
15060,Atlanta,Capgemini,"Atlanta, GA",No Salary,Senior Data Analyst - Neo4J Data Engineer
15061,Atlanta,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",No Salary,"Sr Scientist II, Analytical Science"
15071,Atlanta,AMERICAN CANCER SOCIETY,"Atlanta, GA",No Salary,Scientist – Statistics and Evaluation Center
15073,Atlanta,Turner,"Atlanta, GA 30319",No Salary,Analytics Architect Advisor
15074,Atlanta,The Hexagon Lavish,"Atlanta, GA",No Salary,Staff Research Scientist I: Resolute + Unstressed Computatio...
15075,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,Data Visualization Software Engineer
15076,Atlanta,The Home Depot,"Atlanta, GA",No Salary,Senior Business Intelligence Analyst - Supply Chain
15077,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,"Senior Associate, Data Scientist -- ML/NLP"
15078,Atlanta,Georgia Tech,"Atlanta, GA",No Salary,Research Scientist II or Senior Research Scientist PVA#38908
15079,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Senior Analyst, Payments Study - GC Insights, New Ventures"
15080,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Senior Analyst - GC Insights, New Ventures"
15081,Atlanta,ANSER,"Forest Park, GA",No Salary,Forensic Research Scientist/Analyst
15082,Atlanta,Envistacom,"Forest Park, GA",No Salary,Forensic Research Scientist
15083,Atlanta,Capgemini,"Atlanta, GA",No Salary,Data Scientist CPRD Sector Lead
15084,Atlanta,The Home Depot,"Atlanta, GA",No Salary,"Sr. Manager, Online Data Science"
15085,Atlanta,Genuine Parts Company,"Atlanta, GA",No Salary,Digital Content Research Analyst
15086,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,"Manager, Azure Data Scientist"
15087,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,"Manager, Data Scientist -- ML/NLP"
15088,Atlanta,Risk Solutions,"Alpharetta, GA",No Salary,Director of Statistical Modeling
15089,Atlanta,AT&T,"Atlanta, GA",No Salary,"Sr. Statistical Specialist, Cross-Sell Marketing"
15090,Atlanta,AT&T,"Alpharetta, GA",No Salary,Senior-Big Data Software Engineer - Full Stack
15091,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Full Stack Developer - GC Insights, New Ventures"
15092,Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",No Salary,Database Engineer - CIPHER - 1668
15093,Atlanta,Halyard Health,"Alpharetta, GA",No Salary,Research Engineer II - Open Innovation and Tech Scouting
15094,Atlanta,Siemens,"Alpharetta, GA",No Salary,Service Contract & Parts Development Support Analyst
15095,Atlanta,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",No Salary,"Senior Engineer II, Packaging Research"
15096,Atlanta,Delta Global Staffing,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)",No Salary,Operations Research Analyst
15097,Atlanta,UCB S.A.,"Atlanta, GA",No Salary,"Regulatory Labeling, Advertising and Promotion Scientist, US"
15098,Atlanta,The Hexagon Lavish,"Atlanta, GA",No Salary,Staff Research Scientist IV: Mathematical Statistician
15099,Atlanta,AT&T,"Alpharetta, GA",No Salary,Senior-Big Data Engineer
15100,Atlanta,Capgemini,"Atlanta, GA",No Salary,Data Science Manager - Atlanta - Neo4J development experienc...
15101,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,"Director, Data Scientist/Statistics -- Financial Services"
15102,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,Director HR Data Scientist
15103,Atlanta,ZirMed,"Duluth, GA",No Salary,Technical Research Analyst
15104,Atlanta,Capgemini,"Atlanta, GA",No Salary,Manager - Neo4J Data Scientist - Atlanta - travelers welcome...
15105,Atlanta,Cox Automotive,"Atlanta, GA",No Salary,"Research Analyst, Voice of the Customer"
15106,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,"Manager, Data Scientist/Statistics -- Financial Services"
15107,Atlanta,Capgemini,"Atlanta, GA",No Salary,Data Science Manager - Neo4J Data Engineer - in lovely Atlan...
15109,Atlanta,Jacobs,"Atlanta, GA 30309 (Midtown area)",No Salary,Intern-Planning and Urban Design
15117,Atlanta,Analytic Services,"Forest Park, GA",No Salary,Forensic Research Scientist/Analyst
15118,Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Director, Information and Communications Laboratory (ICL)"
15119,Atlanta,General Electric,"Atlanta, GA 30319",No Salary,Sr Staff Software Engineer
15120,Atlanta,Payments & Cards Network,"Atlanta, GA",No Salary,"Account Executive Fraud Solutions, Acquiring Eastern Region"
15121,Atlanta,Crowe Horwath,"Atlanta, GA 30326 (Buckhead area)",No Salary,Senior Staff-National Tax office (15198)
15122,Atlanta,Agile,"Atlanta, GA",No Salary,Data Scientist
15123,Atlanta,Varian Medical Systems,"Atlanta, GA",No Salary,Data Scientist
15124,Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",No Salary,Information Systems Security Officer - RS-1621
15125,Atlanta,KPMG,"Atlanta, GA 30338",No Salary,Senior Associate - Cognitive Data Scientist Natural Language...
15126,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Junior Specialist - Periscope Advanced Insights Growth Mappi...
15127,Atlanta,AMERICAN CANCER SOCIETY,"Atlanta, GA",No Salary,Post-Doctoral Fellowship Training Program in Cancer Epidemio...
15128,Atlanta,HD Supply,"Atlanta, GA 30309 (Midtown area)",No Salary,Data Scientist
15129,Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",No Salary,Physics Modeling and Simulation Jr. Engineer - EOSL- 1619
15130,Atlanta,Agile,"Atlanta, GA",No Salary,"Sr. Manager, Online Data Science"
15131,Atlanta,AT&T,"Alpharetta, GA",No Salary,Data Scientist
15132,Atlanta,Verizon,"Alpharetta, GA 30022",No Salary,Data Scientist
15133,Atlanta,Scientific Games,"Alpharetta, GA",No Salary,Data Scientist
15134,Atlanta,NOKIA,"Roswell, GA 30076",No Salary,Account Manager
15135,Atlanta,Feedzai,"Atlanta, GA",No Salary,"Account Executive Fraud Solutions, Acquiring Eastern Region"
15136,Atlanta,Nielsen,"Alpharetta, GA",No Salary,Data Scientist
15137,Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",No Salary,Intelligence Information Systems Security Officer - RS 1617
15140,Atlanta,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",No Salary,Front-End Web Application Developer - ELSYS - 1623
15148,Atlanta,DELL,"Atlanta, GA",No Salary,"Senior Software Engineer – Secureworks – Austin, TX, Atlanta..."
15149,Atlanta,Morehouse School Of Medicine,"Atlanta, GA",No Salary,Bioinformatics Technician
15150,Atlanta,"Gresham, Smith and Partners.","Atlanta, GA",No Salary,"Right-of-Way Acquisition Manager | Atlanta, GA"
15151,Atlanta,Feedzai,"Atlanta, GA",No Salary,Senior Software Engineer
15152,Atlanta,Stantec,"Atlanta, GA",No Salary,Environmental Project Engineer - CCR/Fly Ash NPDES
15153,Atlanta,Wood,"Atlanta, GA",No Salary,"Junior to Mid-level Engineer, Geologist or Environmental Sci..."
15154,Atlanta,"Certified Technical Experts, Inc.","Atlanta, GA 30333",No Salary,Statistician
15155,Atlanta,Bristol-Myers Squibb,"Atlanta, GA 30319",No Salary,Field HEOR Scientist
15156,Atlanta,General Electric,"Atlanta, GA 30319",No Salary,Sr Director - Technical Product Management
15157,Atlanta,Georgia Tech,"Atlanta, GA",No Salary,Acquisition Support Specialist
15158,Atlanta,Emory University,"Atlanta, GA",No Salary,Assistant Scientist (AR) SOM
15159,Atlanta,Centers for Disease Control and Prevention,"Atlanta, GA","$108,281 - $140,765 a year",Lead Health Scientist
15160,Atlanta,SunTrust,"Atlanta, GA",No Salary,Senior Quantitative Risk Model Analyst
15161,Atlanta,Centers for Disease Control and Prevention,"Atlanta, GA","$77,058 - $119,121 a year",Epidemiologist
15162,Atlanta,Google,"Atlanta, GA",No Salary,Machine Learning Cloud Consultant
15163,Atlanta,WESTAT,"Atlanta, GA",No Salary,Programmer
15164,Atlanta,Emory University,"Atlanta, GA",No Salary,Post Doctoral Fellow Biochemistry
15165,Atlanta,Wood,"Atlanta, GA",No Salary,"Entry Level Geologist, Engineer or Environmental Scientist"
15166,Atlanta,AllianceData,"Atlanta, GA",No Salary,Senior Statistician
15167,Atlanta,Tetra Tech Québec,"Atlanta, GA",No Salary,Environmental Scientist
15168,Atlanta,Q2 Solutions,"Marietta, GA",No Salary,Scientist 1 - Scienfitic Support
15169,Atlanta,BioBridge Global,"Norcross, GA",No Salary,Lab Support Specialist - GA
15170,Atlanta,ASSURANT,"Atlanta, GA 30339",No Salary,Senior Decision Scientist
15171,Atlanta,Cox Automotive,"Atlanta, GA",No Salary,Product Manager
15172,Atlanta,Golder Associates,"Atlanta, GA 30341",No Salary,Engineering Co-op Job
15173,Atlanta,Scientific Research Corporation,"Atlanta, GA 30339",No Salary,Systems Administrator
15175,Atlanta,Jacobs,"Atlanta, GA 30309 (Midtown area)",No Salary,Urban Planner
15176,Atlanta,Golder Associates,"Atlanta, GA 30341",No Salary,Engineering Intern Job
15177,Atlanta,Microbilt,"Kennesaw, GA",No Salary,Business Analyst/Statistician - experienced in SAS
15179,Atlanta,Scientific Research Corporation,"Atlanta, GA 30339",No Salary,Engineer I
15180,Atlanta,The Home Depot,"Atlanta, GA",No Salary,Director of Search Online
15181,Atlanta,Life Time Fitness,"Sandy Springs, GA",No Salary,Ultimate Hoops Statistician
15185,Atlanta,Golder Associates,"Atlanta, GA 30341",No Salary,CAD Designer Job
15186,Atlanta,WellStar Shared Services,"Marietta, GA",No Salary,Epidemiologic Statistician
15188,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Consultant - Healthcare Actuarial, New Ventures"
15189,Atlanta,Burns & McDonnell,"Atlanta, GA 30309 (Midtown area)",No Salary,Marketing Intern - Atlanta
15190,Atlanta,Quest Diagnostics,"Tucker, GA",No Salary,Forensic Scientist
15191,Atlanta,AECOM,"Atlanta, GA 30309 (Midtown area)",No Salary,Project Scientist II
15192,Atlanta,Emory University,"Atlanta, GA",No Salary,Assistant Professor -TT - Signal Processing & Machine Learni...
15193,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Solution Architect - Periscope, New Ventures"
15194,Atlanta,Quest Diagnostics,"Tucker, GA",No Salary,Scientist Certifying-Positive
15195,Atlanta,Quest Diagnostics,"Tucker, GA",No Salary,Scientist Certifying-Negative
15196,Atlanta,IDEXX Laboratories,"Roswell, GA",No Salary,Sensor Scientist
15198,Atlanta,VHB,"Atlanta, GA 30326 (Buckhead area)",No Salary,Transportation Engineer Planner
15199,Atlanta,Epsilon,"Atlanta, GA 30346",No Salary,Senior Statistician
15200,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Talent Researcher
15201,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,"Junior Specialist - Periscope, New Ventures"
15202,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,JD Diversity Leaders Internship
15204,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Specialist - New Ventures Campus
15205,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Specialist Intern - New Ventures Campus
15206,Atlanta,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",No Salary,Software Engineer Intern - New Ventures Campus
15208,Atlanta,Wood,"Kennesaw, GA",No Salary,Entry to Junior-Level Environmental Scientist
15209,Atlanta,BBVA Compass,"Atlanta, GA 30326 (Buckhead area)",No Salary,Risk Officer I or II
15210,Atlanta,BBVA Compass,"Atlanta, GA 30326 (Buckhead area)",No Salary,Assoc Risk Officer I or II
15211,Atlanta,WESTAT,"Atlanta, GA",No Salary,Senior Systems Analyst
15212,Atlanta,Q2 Solutions,"Marietta, GA",No Salary,Scientist 1 - Flow Cytometry Assay Development
15213,Atlanta,Black & Veatch,"Alpharetta, GA",No Salary,Project Scientist 2-Hazardous Waste Remediation
15215,Atlanta,Halyard Health,"Alpharetta, GA",No Salary,"Project Scientist II, Surgical & Infection Prevention NPD"
15217,Atlanta,MedFax,"Johns Creek, GA",No Salary,Software Engineer
15218,Atlanta,MessageGears,"Atlanta, GA",No Salary,Data Engineer
15219,Atlanta,Fulton County GA,"Atlanta, GA 30303 (Five Points area)","$50,939 - $76,408 a year",Research Analyst
15220,Atlanta,Patientco,"Atlanta, GA 30305 (Buckhead area)",No Salary,Software Engineer- Data Connect
15222,Atlanta,Cardlytics,"Atlanta, GA",No Salary,"Director, Data Science"
15223,Atlanta,Pindrop,"Atlanta, GA",No Salary,Research Scientist - Authentication
15224,Atlanta,Pindrop,"Atlanta, GA",No Salary,Research Scientist - Audio
15225,Atlanta,"Aptonet, Inc","Atlanta, GA",No Salary,Operations Research Analyst (10841302)
15226,Atlanta,BSC Solutions Inc,"Atlanta, GA",No Salary,Data Scientist III(IOT)
15227,Atlanta,RPO,"Roswell, GA 30076",$55 - $60 an hour,Data Scientist III
15230,Atlanta,UCB,"Atlanta, GA",No Salary,"Real World Evidence Scientist (Neurology) Atlanta, Brussels,..."
15231,Atlanta,"Eastern Research Group, Inc.","Atlanta, GA",No Salary,"Environmental Scientist, Environmental Engineer, or Public H..."
15232,Atlanta,UCB S.A.,"Atlanta, GA",No Salary,"Real World Evidence Scientist (Neurology) Atlanta, Brussels,..."
15233,Atlanta,Department of Commerce,"Atlanta, GA","$43,441 - $100,175 a year","Supervisory Survey Statistician (Regional Survey Manager), G..."
15234,Atlanta,Emory University,"Atlanta, GA",No Salary,Biomedical Engineering: Faculty Position - Open Rank (Asst o...
15235,Atlanta,Stantec,"Atlanta, GA",No Salary,"Systems Integration Specialist - GIS/Geospatial Databases, A..."
15236,Atlanta,Cognitive Scale,"Atlanta, GA",No Salary,Sales Engineer
15237,Atlanta,DELL,"Atlanta, GA",No Salary,"Senior DevOps Software Engineer – Secureworks – Atlanta, GA,..."
15239,Atlanta,"Next Level Business Services, Inc.","Atlanta, GA",No Salary,Data Scientist/Technical Architect
15240,Atlanta,General Assembly,"Atlanta, GA",No Salary,Data Science Instructor
15241,Atlanta,Navicure,"Duluth, GA 30097",No Salary,Technical Research Analyst
15242,Atlanta,Oversight Systems,"Atlanta, GA",No Salary,Computer Operator/Support Engineer
15243,Atlanta,Surgical Information Systems,"Alpharetta, GA 30022",No Salary,Marketing Research Analyst
15244,Atlanta,Shaker,"Atlanta, GA",No Salary,Data Scientist
15245,Atlanta,Matrix Resources,"Atlanta, GA 30328",$75 an hour,Senior Java Engineer
15246,Atlanta,Hired²,"Atlanta, GA","$80,000 - $90,000 a year",Data Scientist
15247,Atlanta,Robert Half Technology,"Atlanta, GA 30342 (Buckhead area)","$120,000 - $140,000 a year",Director of Data Management
15248,Atlanta,Planet Forward,"Atlanta, GA 30329",No Salary,Quality Assurance Auditor
15249,Atlanta,Relus Cloud,"Atlanta, GA",No Salary,Data Scientist
15250,Atlanta,The Sidney Group LLC,"Atlanta, GA",No Salary,Data Scientist
15251,Atlanta,Aquesst,"Norcross, GA","$125,000 a year",Data Engineer
15252,Atlanta,Oversight Systems,"Atlanta, GA",No Salary,Sales Account Executive
15253,Atlanta,Dataiku,"Atlanta, GA",No Salary,Account Executive - Atlanta
15254,Atlanta,NorthPoint Search Group,"Atlanta, GA",No Salary,Marketing Research Analyst
15255,Atlanta,MotoRad of America,"Roswell, GA",No Salary,Data Scientist
15256,Atlanta,Experis,"Atlanta, GA 30329",No Salary,Quality Assurance auditor
15257,Atlanta,Clear Story Data,"Atlanta, GA",No Salary,Senior Sales Account Executive
15258,Atlanta,Xpert Staffing,"Atlanta, GA",No Salary,Data Scientist
15259,Atlanta,IDI (a cogint company),"Atlanta, GA",No Salary,"Account Executive, Outside Sales"
15260,Atlanta,HUNTER Technical Resources,"Atlanta, GA 30328",No Salary,Sr Software Dev (Big Data)
15261,Atlanta,Cardlytics,"Atlanta, GA",No Salary,Machine Learning Intern
15262,Atlanta,Doyen USA,"Atlanta, GA","$100,000 - $170,000 a year",Machine Learning Engineer
15263,Atlanta,Performance Analytica LLC,"Atlanta, GA",No Salary,Basketball Statistician
15264,Atlanta,Oversight Systems,"Atlanta, GA",No Salary,Demand Creation Associate
15265,Atlanta,Sinclair Broadcast Group,"Atlanta, GA",No Salary,Director of Product- NewsON
15266,Atlanta,Host Compliance,"Atlanta, GA",No Salary,Sales Development Rep (SDR)
15267,Atlanta,Zoomdata,"Atlanta, GA",No Salary,Sales Director - Southeast (Atlanta)
15274,Atlanta,"eHire, LLC","Atlanta, GA 30326 (Buckhead area)",No Salary,AI / Machine Learning Engineer
15275,Atlanta,R&D Partners,"Atlanta, GA",No Salary,Scientist
15276,Atlanta,Strategic IT Staffing,"Atlanta, GA",No Salary,Senior DevOps Engineer
15278,Atlanta,JDC Group,"Atlanta, GA 30328",No Salary,IoT Developer (Full Stack)
15279,Atlanta,Advocate,"Norcross, GA",No Salary,Marketing Systems Administrator
15280,Atlanta,The Leading Niche,"Chamblee, GA 30341",No Salary,Survey Statistician
15281,Atlanta,Kellton Tech,"Duluth, GA",No Salary,Scientist I
15282,Atlanta,Market Force Information,"Norcross, GA",No Salary,Director of Client Strategy
15283,Atlanta,AriVik Technologies Inc.,"Alpharetta, GA",No Salary,Machine Learning Engineer
15284,Atlanta,Data Inc.,"Atlanta, GA",No Salary,Application Architect V
15286,Atlanta,Apex Life Sciences,"Johns Creek, GA",$25 an hour,Scientist I
15287,Atlanta,Last Word Consulting,"Johns Creek, GA",No Salary,Hadoop Architect
15288,Atlanta,Planet Pharma,"Johns Creek, GA 30097",No Salary,Scientist I
15301,Atlanta,SimLogix Consulting,"Atlanta, GA",No Salary,Software Development Analyst III
15439,Atlanta,Data Inc.,"Atlanta, GA","$123,000 - $156,000 a year (Indeed est.)",Application Architect V
15440,Atlanta,JDC Group,"Atlanta, GA 30328","$107,000 - $137,000 a year (Indeed est.)",IoT Developer (Full Stack)
15442,Atlanta,Last Word Consulting,"Johns Creek, GA","$122,000 - $155,000 a year (Indeed est.)",Hadoop Architect
19975,Miami,Royal Caribbean Cruises Ltd.,"Miami, FL 33132 (Downtown area)",No Salary,Data Scientist - Personalization
19976,Miami,NBCUniversal,"Miami, FL",No Salary,Research Analyst
19977,Miami,Stanley Black & Decker,"Miramar, FL",No Salary,Data Analyst
19978,Miami,Royal Caribbean Cruises Ltd.,"Miami, FL 33132 (Downtown area)",No Salary,Senior Data Scientist â€“ Knowledge Graph
19979,Miami,Claritas,"Miami, FL",No Salary,"Database Research Analyst, Geoscape"
19980,Miami,Bayview Asset Management,"Coral Gables, FL",No Salary,RESEARCH ANALYST
19981,Miami,Spirit Airlines,"Miramar, FL 33025",No Salary,Crew Resources Research & Analysis Analyst
19982,Miami,University of Miami,"Coral Gables, FL","$32,900 - $59,100 a year",Research Analyst
19983,Miami,TracFone Wireless,"Miami, FL",No Salary,Research Analyst
19984,Miami,University of Miami,"Coral Gables, FL","$32,900 - $59,100 a year",Research Analyst / SAS Programmer
19985,Miami,Beckman Coulter - Diagnostics,"Miami, FL",No Salary,Senior Clinical Data Analyst
19986,Miami,University of Miami,"Coral Gables, FL",No Salary,Research Associate II
19987,Miami,University of Miami,"Coral Gables, FL","$77,600 - $139,600 a year",Lead Research Analyst - Pre-Award
19988,Miami,Nova Southeastern University,"Fort Lauderdale, FL 33314",No Salary,Research Scientist
19989,Miami,University of Miami,"Coral Gables, FL",No Salary,Associate Scientist (Cancer Research)
19990,Miami,University of Miami,"Coral Gables, FL","$40,000 - $65,000 a year",Sr. Research Analyst - Pre-Award
19991,Miami,University of Miami,"Coral Gables, FL","$32,900 - $59,100 a year",Senior Research Associate 1
19992,Miami,Handex Consulting & Remediation,"Fort Lauderdale, FL",No Salary,Staff Scientist
19993,Miami,University of Miami,"Coral Gables, FL",No Salary,RSMAS - Senior Research Associate I
19994,Miami,Nova Southeastern University,"Fort Lauderdale, FL 33314",No Salary,Assistant Research Scientist
19995,Miami,Universal Engineering Sciences,"Medley, FL",No Salary,Staff Scientist *Environmental
19996,Miami,Beckman Coulter - Diagnostics,"Miami, FL",No Salary,Sr Quality Assurance Scientist - Complaint Handling
19997,Miami,Zimmerman Advertising,"Fort Lauderdale, FL",No Salary,"Director, Data Science"
19998,Miami,Noven Pharmaceuticals,"Miami, FL 33186",No Salary,"Associate Director, Analytical Research"
19999,Miami,Miami Dade College,"Miami, FL 33132 (Downtown area)",No Salary,"Part-Time Database & Statistical Technician, ACCESS"
20000,Miami,World Fuel,"Miami, FL",No Salary,Data Scientist
20001,Miami,BoxyCharm,"Miami, FL",No Salary,Data Scientist
20002,Miami,Nicklaus Children's Health System,"Miami, FL 33155",No Salary,Sr Biomedical Engineer - (Cardiovascular Research)
20003,Miami,University of Miami,"Coral Gables, FL",$13.17 - $23.75 an hour,Research Laboratory Technician
20004,Miami,"Magic Leap, Inc.","Plantation, FL",No Salary,"Senior Manager, Supplier Quality Engineering"
20005,Miami,"Magic Leap, Inc.","Plantation, FL",No Salary,Manufacturing Quality Engineer
20006,Miami,Beckman Coulter - Diagnostics,"Miami, FL",No Salary,Staff Quality Assurance Engineer - Medical Devices Design Co...
20007,Miami,Citrix,"Fort Lauderdale, FL",No Salary,Data Scientist
20008,Miami,Nicklaus Children's Health System,"Miami, FL 33155",No Salary,"Medical Director, Heart Failure & Transplant Program"
20009,Miami,"Magic Leap, Inc.","Fort Lauderdale, FL",No Salary,Senior Human Vision Scientist
20010,Miami,Royal Caribbean Cruises Ltd.,"Miami, FL 33132 (Downtown area)",No Salary,Sr. Data Engineer
20011,Miami,Crowe Horwath,"Fort Lauderdale, FL 33301 (Colee Hammock area)",No Salary,Senior Staff-National Tax office (15198)
20012,Miami,Nicklaus Children's Health System,"Miami, FL 33156",No Salary,Physician/Attending - Pediatric Urgent Care
20013,Miami,Noven Pharmaceuticals,"Miami, FL 33186",No Salary,Sr. Scientist
20014,Miami,Nicklaus Children's Health System,"Miami, FL 33155",No Salary,Physician/Attending - Ophthalmology
20015,Miami,Miami Cancer Institute at Baptist Health,"Miami, FL",No Salary,"Statistician, Miami Cancer Institute, FT, 8a-4:30p"
20016,Miami,University of Miami,"Coral Gables, FL","$53,900 - $96,900 a year",Assistant Scientist
20017,Miami,Miami Cancer Institute at Baptist Health,"Miami, FL",No Salary,"Nurse Scientist, Miami Cancer Institute, FT or PT, 8:30A-5:0..."
20018,Miami,Beckman Coulter - Life Sciences,"Miami, FL",No Salary,Scientist (Intern)
20019,Miami,Beckman Coulter - Diagnostics,"Miami, FL",No Salary,Associate Specialist Technical Customer Support
20020,Miami,SUBWAY,"Miami, FL",No Salary,Food Scientist - Latin America & Caribbean- Bilingual
20021,Miami,University of Miami,"Coral Gables, FL",No Salary,Assistant Scientist (Bioinformatics/Cheminformatics)
20023,Miami,"Langan Engineering and Environmental Services, Inc...","Miami, FL",No Salary,Environmental Scientist or Geologist - Entry Level
20024,Miami,"Oasis Systems, Inc.","Fort Lauderdale, FL",No Salary,Senior Scientist
20028,Miami,Nicklaus Children's Health System,"Miami, FL 33155",No Salary,Orthopaedics - Spine Surgeon
20030,Miami,"MAR, Incorporated","Fort Lauderdale, FL",No Salary,Senior Scientist
20031,Miami,Beckman Coulter - Diagnostics,"Miami, FL",No Salary,Systems Engineer I
20032,Miami,"Magic Leap, Inc.","Plantation, FL",No Salary,"Summer Intern 2018, Business Development"
20033,Miami,"Gresham, Smith and Partners.","Coral Gables, FL",No Salary,"Interior Design Intern | Miami, FL"
20034,Miami,Akamai,"Fort Lauderdale, FL",No Salary,Security Operations Center Specialist II
20038,Miami,Nicklaus Children's Health System,"Miami, FL 33155",No Salary,Physician/Attending - Pediatric Emergency Medicine (PEM FELL...
20042,Miami,"Magic Leap, Inc.","Fort Lauderdale, FL",No Salary,Software Engineer (Test Automation) - Contractor
