position,company,location,salary,summary
Vice President of Data Science,Futuredontics,"Los Angeles, CA 90045",,"We’re in pursuit of a data scientist / statistician to be part of our senior leadership team. Master’s-level degree or higher in Statistics, Machine Learning,..."
Sr. Data Scientist,Taboola,"Los Angeles, CA",,"Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML)...."
Senior Data Scientist,Grindr,"Los Angeles, CA 90046",,Experience building real-time data pipelines within high volume data environments. We have embedded analysts on the team - the Senior Data Scientist will be the...
Marketing Data Consultant,"Neustar, Inc.","Los Angeles, CA",,"Manage data collection from clients, data review and quality checks of incoming data to ensure high quality data is used in database processing...."
Business Analyst,NBI Resources,"El Segundo, CA",,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problems...
Sr. Data Scientist,SpaceX,"Hawthorne, CA",,"Perform exploratory data analysis, extract data from various sources, clean and aggregate data. The Data Science team is a new team in the Enterprise Data..."
Research Bioinformatician I,CEDARS-SINAI,"Los Angeles, CA",,"Manages data including loading and querying data from database systems, downloading genomic data from public repositories, and transforming data to the..."
Computer Vision Engineer,NeoHire South,"Santa Monica, CA",,Computer Vision Scientist. Excellent data visualization skills. Experience of working with video data sets; Genius Sports is seeking a computer vision expert...
Data Scientist,Gorilla Logic,"Burbank, CA",,"As the Manager of Data Science, you will play a key role in building out our client’s reporting capabilities and data strategy...."
Research Scientist,SDL,"Los Angeles, CA 90045",,"Hands-on experience with large-scale data processing. As a Research Scientist, you will assist in shaping the...."
"Senior Analyst, Quantitative Research",Kelton Global LLC,"Los Angeles, CA",,WHO WE ARE: Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and...
Engineering Leadership - Data Engineering,Riot Games,"Los Angeles, CA",,"Lead software engineers, data scientists and data analysts in order to deliver on product vision. You're able to lead a team through an ambiguous problem space..."
Quantitative Investment Solutions Analyst,Western Asset Management,"Pasadena, CA",,"Sourcing, validation and scrubbing of source data; The QIS Analyst uses traditional statistical and machine learning data science methods applied to time series..."
Bioinformatics Scientist,Synthetic Genomics,"Los Angeles, CA",,"Proficiency in working with databases and data management platforms (ex. Experience in NGS data analysis, including algorithm development, genome and metagenome..."
"Insights Analyst Intern, Graduate/MBA, Summer 2018",Riot Games,"Los Angeles, CA",,"As an Analyst Intern (MBA), you'll join the Insights discipline – the group of researchers, analysts, data scientists and strategists responsible for solving..."
Research Associate I (cancer and immunology),Sanford Burnham Prebys Medical Discovery Institute,"Los Angeles, CA",,"Work with a team of scientists to plan, execute and interpret protein production protocols, biophysical experiments, use of software to use structural data to..."
Research Scientist,SDL,"Los Angeles, CA 90045",,"Hands-on experience with large-scale data processing. As a Research Scientist, you will assist in shaping the...."
Sr. Data Scientist,"Neustar, Inc.","Los Angeles, CA",,"Data Scientist (Open). Data Scientists work closely with various teams including data acquisition, data products, data sciences and various business units..."
Scientist,Exponent,"Los Angeles, CA 90066",,"Providing case management, data processing, and other project support; Exponent's Human Factors Practice is seeking a Scientist for our Los Angeles, CA office...."
Data Scientist / Data Analyst,Hyperloop One,"Los Angeles, CA",,"The Data Scientist / Data Analyst will be part of Machine Intelligence & Analytics Group, within the Software Engineering Division...."
Quantitative Investment Solutions Analyst,Western Asset Management,"Pasadena, CA",,"Sourcing, validation and scrubbing of source data; The QIS Analyst uses traditional statistical and machine learning data science methods applied to time series..."
Software Engineer,Smarkets,"Los Angeles, CA",,"Solid knowledge of data structures and algorithms. Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic..."
