position,company,location,salary,summary
Data Scientist - Machine Learning Engineer,IBM,"Austin, TX 73344",,We will teach the data scientists and sometimes people who desire to be data scientist to:. The elite team of data scientist will work with other IBMers and...
Engineering Scientist - R and D Computational Linguistics Developer,University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month","Advanced coursework or significant experience related to content understanding (computational linguistics, data mining, graph analysis, knowledge representation..."
2018 Schwab Intern Academy: Analytics and Business Insight Intern Track,Charles Schwab,"Austin, TX 73344",,Data Science Intern. You will work on a specific data science problem under the guidance of an experienced data scientist that will involve development of a...
Data Scientist,Indeed,"Austin, TX 78731",,"As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Have full stack experience in data collection, aggregation, analysis,..."
Machine Learning Researcher,ARM Ltd.,"Austin, TX",,"Perform research that enables learning the semantics of data images, video, text, audio, and other modalities. We are a team that works to:...."
Machine Learning Researcher,ARM,"Austin, TX",,"Perform research that enables learning the semantics of data images, video, text, audio, and other modalities. We are a team that works to:...."
"Senior Data Scientist, Social Casino",Zynga,"Austin, TX",,"Data mining, predictive modeling, statistics, experimental design, computational analytics, econometric modeling, data visualization...."
Data Research Analyst,Health & Human Services Comm,"Austin, TX","$4,301 - $5,000 a month",The Data Research Analyst is responsible for performing advanced (senior-level) data research support and technical assistance work....
"Instructor, Sr. Data Scientist",Galvanize,"Austin, TX 78701 (Downtown area)",,Join us in building the world's hub for education in data science and data engineering. We are growing our Data Science Instructional team at Galvanize....
Data Engineer,ViaSat,"Austin, TX",,"As a software engineer, you'll build the systems and tools that the data scientists use to perform their analysis...."
Data Scientist,Health & Human Services Comm,"Austin, TX","$5,259 - $7,359 a month",The Data Scientist design and implement analytical studies; The Data Scientist is selected by and report to the Director of Data Analytics at Medicaid/CHIP...
Junior Research Analyst,Marcus & Millichap,"Austin, TX",,"Marcus & Millichap, the nation's leading commercial real estate investment company is seeking a career minded Entry Level Analyst for their Austin office. The..."
Data Scientist,Opcity,"Austin, TX",,Data Scientist Responsibilities. Data Scientist Experience and Skills. Analyze experimental and observational data;...
