position,company,location,salary,summary
Data Scientist,the Neura,"Sunnyvale, CA 94089",,"Bring a creative flair to complex problems (we have a lot of those), feel at home playing with rich large-scale data (Location:...."
Data Scientist,LumenData,"Santa Clara, CA 95054",,LumenData is looking for a Data Scientist to lead client engagements. That’s what makes the Data Scientist role at LumenData so fun and exciting!...
Data Scientist,Proofpoint,"Sunnyvale, CA 94089",,"Must have been in the role of data scientist for at least 3 years. Mine data using state-of-the-art methods. Collect data, clean, visualize, build model, train,..."
Data Engineer,"Tensyr, Inc.","Mountain View, CA 94043",,Prototype and build data analysis pipelines iteratively to provide insights on data from various sensors....
Senior Data Scientist - SDAS01,"Cavium, Inc.","San Jose, CA",,"The Senior Data Scientist, will be working as part of a dynamic team to analyze machine learning frameworks, and applications...."
"Software Engineer, Machine Learning",Comcast,"Sunnyvale, CA 94089",,"The ideal candidate will have experience working as a technical lead or junior team members in a start-up, industrial, government, or academic lab setting on..."
Data Scientist,Sumeru Solutions,"Palo Alto, CA 94301 (Professorville area)",,"Familiar with R, Python or equivalent for data modeling and analysis. Solid understanding of statistical modeling / predictive analysis/ machine learning / data..."
Researcher for Knowledge Discovery and Data Mining,Samsung Research America,"Mountain View, CA",,"Samsung Research America, located in Mountain View, California, is looking for computer scientists with experience in data mining and big data knowledge..."
"Product Manager, Advanced Network Planning",Facebook,"Menlo Park, CA",,"Work with engineering, data science, and design teams to build innovative data products and supporting infrastructure...."
FinTech Research Analyst,Andreessen Horowitz,"Menlo Park, CA",,"Find promising companies to invest in using data, social signals, research, etc. Help discover all the data points we need to feed into our decision-making..."
Data Sciences Engineer,A9.com,"Palo Alto, CA",,"The Sponsored Links team, part of the Advertising Technology group, is seeking a talented, energetic and self-driven Data Scientist to help us develop..."
Data Engineer - A9 Sponsored Products,A9.com,"Palo Alto, CA",,"You’ll work with research scientists, data scientists and econometricians to understand innovative modeling techniques, and software engineers across a wide..."
Senior Business Data Analyst,Intuit,"Mountain View, CA 94039",,"The SBSEG Data Analytics & Science team brings data to. Marketers, product marketers and data scientists using machine learning to use in...."
Senior Data Scientist,Chegg,"Santa Clara, CA 95054",,"SENIOR DATA SCIENTIST. It is a team composed of data scientists, engineers, mathematicians, statisticians, and business analysts...."
"Quantitative Researcher, Growth",Facebook,"Menlo Park, CA",,"Knowledge in data manipulation and analysis (R/SAS/Stata, SQL/Hive). Knowledge in quantitative research methodologies (e.g., survey sampling and design,..."
Machine Learning Engineer,Adobe,"San Jose, CA",,"Experience with Spark, big data processing, Hadoop. Work on machine learning algorithms, web services, distributed systems, data mining, big data, Hadoop, deep..."
Machine Learning Engineer,Cisco,"San Jose, CA",,"As a member of this data science team, you will work with data engineers, data analysts and business stakeholders in sales, marketing, IT and operations to..."
Machine Learning Engineer,"Faraday Future, Inc.","San Jose, CA",,"Build core data capabilities and services for cloud platform · Design, develop, and implement data solutions · Designing a flexible recommender system · Be an..."
Machine Learning Engineer,Automation Anywhere,"San Jose, CA 95131 (North Valley area)",,The Cognitive Engineering team is made up of engineers and data scientists intensely focused on the problem of analyzing image documents....
Principal Machine Learning Research Engineer,Symantec,"Mountain View, CA",,"Deep learning models for mixed categorical and numeric data, sequential data and unlabeled data. Embeddings for mixtures of high-cardinality categorical,..."
Data Management Specialist,Stanford University,"Stanford, CA 94305",,"Lead the implementation of data standards and common data elements for data collection. The QSU is seeking a highly motivated, hard-working and professional..."
"Sr. Data Scientist, Service Operations",Tesla Motors,"Fremont, CA",,"We are looking for a Data Scientist for the most progressive vehicle brand in the world. As a Data Scientist in Service, you will have the opportunity to apply..."
Research Scientist-Parallel Computing,Intel,"Santa Clara, CA 95052",,Job Description Intel Labs is seeking motivated researcher in the area of parallel and distributed computing research applied towards high performance...
"Software Engineer, Machine Learning and Platform Engineering",ServiceNow,"Santa Clara, CA 95054",,"Translate the needs into data requirements. Hands on programmer, not a data analyst. Has the ability to extend existing libraries to solve specific operational..."
Senior Data Scientist,Maxim Integrated,"San Jose, CA 95131 (North Valley area)",,"Help develop a team comprised of data scientists, statisticians, and computational scientists. Developing prediction methods, machine learning algorithms, data..."
Senior Data Scientist,Cisco,"San Jose, CA",,"We are looking for a highly technical Senior Data Scientist, with strong and practical knowledge on data mining and statistics who will ideally have experience..."
Artificial Intelligence Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",,"What does a AI Scientist at EA do? Our group develops AI and data driven solutions to game team. From data modeling to agent building, we utilize a modern,..."
Sr. Staff Data Scientist,Intellipro Group Inc.,"Santa Clara, CA 95050",,"We are seeking a highly motivated data scientist to work on log analytics, anomaly detection, and causal analysis...."
Sr. Data Scientist,Symantec,"Mountain View, CA",,"Qualifications Familiarity with one or more of Hive (preferred), Spark, Map Reduce highly desirable AWS Stack experience Redshift, Athena etc. preferred..."
Research Scientist,Tableau,"Palo Alto, CA",,"We help people see and understand their data. We are looking for creative computer scientists to join our research team in Palo Alto, CA and Seattle, WA...."
SLAM/Sensor Fusion Research Engineer/Scientist - TTT,Samsung Research America,"Mountain View, CA 94043",,"The candidate will be responsible for designing and implementing new algorithms for fusing data from traditional, software-based, and newly-created sensors...."
Big Data SQA Engineer,Palo Alto Networks,"Santa Clara, CA 95054",,Work alongside our research teams including data scientists to derive intelligence from our data. You will be working on our Cloud Services QA team who are...
Senior Data Scientist,Maxim Integrated,"San Jose, CA 95131 (North Valley area)",,"Help develop a team comprised of data scientists, statisticians, and computational scientists. Developing prediction methods, machine learning algorithms, data..."
Senior Data Scientist,Cisco,"San Jose, CA",,"We are looking for a highly technical Senior Data Scientist, with strong and practical knowledge on data mining and statistics who will ideally have experience..."
Machine Learning Engineer,Xilinx,"San Jose, CA 95124 (Cambrian Park area)",,"Reduce computational complexity by model optimization, computation using lower precision arithmetic, data flow reordering for memory bandwidth optimizations...."
