position,company,location,salary,summary
RESEARCH SCIENTIST - OUTER SOLAR SYSTEM,Southwest Research Institute,"Boulder, CO",,"Experience is data analysis of spacecraft data, IDL and other scientific coding languages, ice science (laboratory, in situ or remote), peer-reviewed journal..."
Administrator II - ND Operations (662028),Ball Aerospace,"Broomfield, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Project Scientist I,UCAR,"Boulder, CO",,"Conduct high-quality research with current-generation modeling and data assimilation systems (e.g., WRF and WRFDA) for weather- and/or air quality-related data..."
Material Planner (661698),Ball Aerospace,"Westminster, CO",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
Business Analyst,NBI Resources,"Aurora, CO",,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problems...
2018 Graduate Student Internship-SIParCS Program Intern,UCAR,"Boulder, CO",,SIParCS students serve as paid interns at NCAR’s Computational & Information Systems Lab (CISL) that provides supercomputing and data services for scientists...
Analyst-Data Research I,S&P GLOBAL MARKET INTELLIGENCE,"Centennial, CO",,Do you love data? Prior experience with data entry a big advantage. Display a real passion for accuracy and dedication to detail in support our 100% data...
Quantitative Analyst - IHS Command Center,DISH Network,"Littleton, CO",,"Collect, report on, model, analyze, and present large amounts of data with meticulous attention to detail. Conduct long-term and short-term data analysis with a..."
Business Analyst,NBI Resources,"Aurora, CO",,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problems...
Office Assistant,National Ecological Observatory Network Inc,"Boulder, CO",,"A 30+ year project dedicated to understanding how changes in climate, land use and invasive species impact ecology, the observatorys scientists and engineers..."
Production Control Center Scheduler (662358),Ball Aerospace,"Broomfield, CO",,"Collect and verify production data and calculate statistical data for use in reports. Check and post data to production logs, records, or reports...."
"Intern, Marketing Operations & Data Analysis",Ping Identity,"Denver, CO 80202 (Lodo area)",,"At Ping Identity, we're changing the way people think about enterprise security technology. With our innovative Identity Defined Security platform, we're..."
Analyst-Data Research I,S&P GLOBAL MARKET INTELLIGENCE,"Centennial, CO",,Do you love data? Prior experience with data entry a big advantage. Display a real passion for accuracy and dedication to detail in support our 100% data...
Entry Level Water Resources Engineer,Kleinfelder,"Denver, CO 80202 (Lodo area)",,"Ability to collect, compile, and analyze large amounts of data; Prepping data for input into hydraulic and hydrologic modeling software using GIS and/or CAD..."
Quantitative Analyst - IHS Command Center,DISH Network,"Littleton, CO",,"Collect, report on, model, analyze, and present large amounts of data with meticulous attention to detail. Conduct long-term and short-term data analysis with a..."
Analyst II-Project Controls (661697),Ball Aerospace,"Boulder, CO",,Compile and analyze Sales Forecast data and cost estimating data. Organize cost and/or schedule data for monthly/quarterly program reviews....
Global VP (Semiconductor Business),TransReach,"Golden, CO",,"Drives, and supports with data, internal decision making on long term growth investments including capital equipment and R&D programs...."
