position,company,location,salary,summary
Data Scientist,EcoSense Lighting,"Los Angeles, CA 90017",,We are looking for a Data Scientist. Proficient in data mining processes and optimization. Analyze data from a wide range of sources to discover insights and...
Senior NLP Data Scientist,Capital Group,"Los Angeles, CA 90071",,"Based in Irvine or Los Angeles, as a Senior Data Scientist, you will be experienced with and passionate about using data to drive business strategy, tactical..."
Model Risk Quantitative Analyst,MUFG,"Los Angeles, CA",,"And data analytics using Excel, VBA, SQL, and Bloomberg Excel API. And programming with statistical programming language “R” and performing data analytics using..."
Clinical Lab Scientist (LIS),AHMC Anaheim Regional Medical Center,"Anaheim, CA",,Current State of California Clinical Laboratory Scientist License. Participates in data collection and analysis as requested by management....
Clinical Lab Scientist,AHMC Anaheim Regional Medical Center,"Anaheim, CA",,Current State of California Clinical Laboratory Scientist License. Two years experience as a Clinical Laboratory Scientist in an acute care laboratory preferred...
Data Scientist,Pray,"Los Angeles, CA",,We’re looking for a Data Scientist to join the Pray app. Fluency in SQL or other big data querying languages....
Data Scientist,EcoSense Lighting,"Los Angeles, CA 90017",,We are looking for a Data Scientist. Proficient in data mining processes and optimization. Analyze data from a wide range of sources to discover insights and...
Data Scientist,KORNFERRY,"Los Angeles, CA",,Develop interactive data visualizations that allow our clients to explore their own data. Korn Ferry’s expanding team of data scientists plays an important role...
Project Scientist Pool Ad,The Regents of the University of California,"Irvine, CA",,"The Department of Cognitive Sciences at the University of California, Irvine (UCI) is anticipating Project Scientist positions to work in the following areas:...."
Analyst - Marketing Analytics,Joybird,"Commerce, CA",,"2+ years of experience as a Data Analyst, Data Scientist or Management Consultant. Joybird is looking for a Marketing Analytics Analyst who is hungry to be an..."
Clinical Laboratory Scientist,AHMC Anaheim Regional Medical Center,"Anaheim, CA",,Current State of California Clinical Laboratory Scientist License. Two years experience as a Clinical Laboratory Scientist in an acute care laboratory preferred...
