position,company,location,salary,summary
RESEARCH SCIENTIST/ENGINEER - ASSISTANT,University of Washington,"Seattle, WA",,"Data analysis and preparation of reports (detailed notebook). Ability to prepare reagents, manage data and keep a detailed notebook...."
Data Scientist (Trust and Safety),Grab Taxi,"Seattle, WA",,"Develop creative algorithms by employing machine learning, and data mining techniques. From wrangling data to understanding the tradeoffs between model..."
"Principal Software Development Engineer, Big Data",Zillow Group,"Seattle, WA",,"Architect, build, and maintain highly-scalable ETL pipelines and data-driven systems Work closely with machine learning engineers and data scientists to..."
Research Engineer-Sensor Software (ARC),Facebook,"Redmond, WA",,"Profile and optimize the performance of complex sensor systems, in partnership with hardware and software research scientists...."
"Scientist I / Scientist II, Analytical Development",Omeros Corporation,"Seattle, WA",,"Scientist I / Scientist II, Analytical Development. Omeros has a new opportunity for a development and characterization scientist to join the Analytical..."
Data Architect,ViaSat,"Seattle, WA",,As an internal player in the build the systems and tools that the data scientists use to perform their analysis....
"Associate Director, Statistical Programming","Alder BioPharmaceuticals, Inc.","Bothell, WA 98011",,Expert knowledge of industry data standards. Ensure that the company business needs and partner organizations are satisfied within agreed-upon timelines with...
"Research Scientist, Intelligent Vision System (PhD University Grad)",Facebook,"Redmond, WA",,"Collaborate with internal and external computer vision scientists, hardware and software architects, perception scientists, and optical experts on cutting edge..."
Data Scientist Job,Novo Nordisk,"Seattle, WA 98109 (Westlake area)","Estimated salary: $111,000 - $141,000 a year",Title Data Scientist. The Data Scientist is expected to:. The Data Scientist reports to a DRI-US Senior Project Manager....
Data Scientist - Groupon Goods,Groupon,"Seattle, WA 98101 (Downtown area)",,We are looking for a Data Scientist who will join an influential team to guide the Groupon Goods product roadmap by deriving meaningful insights from the wealth...
NLP Data Scientist,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,This is a data scientist and developer position within the data sciences group of the Hutch Data Commonwealth....
Learning Experience Designer,CDK Global,"Seattle, WA",,"From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career...."
Lead Malware Analyst,Integral Ad Science,"Seattle, WA",,Work closely with our team of data scientists and research engineers to advance our fraud detection technologies....
Market Research Analyst - Analyst Development Program,Ipsos North America,"Bellevue, WA",,"Love data, consumer decision-making, and puzzles. Would you like to work with a team of passionate problem-solvers dedicated to bringing research insights and..."
Data Architect,T-Mobile,"Bellevue, WA 98006 (Somerset area)",,"Support analysts, data scientists, and leaders who conduct ad-hoc and exploratory analytics. You will be a key player in supporting coverage expansion and..."
APPLIED STATISTICAL DEMOGRAPHER / DATA SCIENTIST,University of Washington,"Seattle, WA",,"Data collection, data management, data analysis, and data archiving; Teach statistical programming, data management, and data archiving to faculty and graduate..."
Staff Scientist,Benaroya Research Institute,"Seattle, WA",,Preparation of data for publications and/or presentation. The Staff Scientist conducts independent biomedical research relevant to current projects at BRI....
