position,company,location,salary,summary
Senior Staff Clinical Data Scientist,"GRAIL, Inc.","Menlo Park, CA",,Participate in data quality review activities and efforts to resolve data quality issues. Develop and manage interactive data visualization and analytic tools...
Sr Data Scientist/ Research Technologist,Comcast,"Sunnyvale, CA 94089",,"To better serve our community, we believe the diversity of our team should reflect the diversity of our customers.Desired Qualifications- Bachelor's degree in..."
"Applied Research Scientist, Speech Recognition Language Modeling",Facebook,"Menlo Park, CA",,Create language models from large corpora of text data in different languages using Hadoop/Hive. Facebook is seeking a Speech Recognition Research Scientist to...
"Applied Research Scientist, Speech Recognition Acoustic Modeling",Facebook,"Menlo Park, CA",,Facebook is seeking Speech Recognition Research Scientist to join our Speech Team in Menlo Park. Optimizing acoustic model training procedures especially...
Deep Learning/Machine Learning Engineer,Intellipro Group Inc.,"Cupertino, CA",,"Job Title: / Location: : Cupertino, CA or Shenzhen, China Client introduction: Roadstar.ai Google, Tesla, Apple, Nvidia, Baidu USA Level 4 Roadstar.ai..."
Product Manager,Facebook,"Menlo Park, CA",,"You'll work closely with engineers, designers, data scientists and marketers to identify growth opportunities and build products for the rapidly expanding VR..."
Artificial Intelligence Scientist (University Grad),Electronic Arts,"Redwood City, CA 94065",,"What does a AI Scientist at EA do? Our group develops AI and data driven solutions to game team. From data modeling to agent building, we utilize a modern,..."
Lead Data Scientist - Jemstep,Invesco,"Los Altos, CA",,Are you a seasoned data expert well-versed in multiple data technologies? They must be hands-on data experts with the ability to lead initiatives across an...
Sr Data Scientist/ Research Technologist,Comcast,"Sunnyvale, CA 94089",,"To better serve our community, we believe the diversity of our team should reflect the diversity of our customers.Desired Qualifications- Bachelor's degree in..."
Data Scientist (mid to senior level),Personal Capital,"San Carlos, CA 94070",,"5+ years of professional experience as a Data Scientist. Further, you will leverage large data sets and create ETL pipelines to support our Data Warehouse/Data..."
Research Associate,Universities Space Research Association,"Moffett Field, CA",,"Ability to define problems, collect data, establish facts, and draw valid conclusions. Knowledge of instrument hardware and data acquisition software, while not..."
