position,company,location,salary,summary
Business Analyst,McAfee,"Santa Clara, CA 95054",,"You can be an architect, scientist , threat researcher, or a coder as long as you design things that matters...."
Senior Data Scientist,Maxim Integrated,"San Jose, CA 95131 (North Valley area)","Estimated salary: $119,000 - $151,000 a year","Help develop a team comprised of data scientists, statisticians, and computational scientists. Developing prediction methods, machine learning algorithms, data..."
Senior Data Scientist,Cisco,"San Jose, CA","Estimated salary: $162,000 - $207,000 a year","We are looking for a highly technical Senior Data Scientist, with strong and practical knowledge on data mining and statistics who will ideally have experience..."
Research Scientist Intern,Criteo,"Palo Alto, CA 94301 (Professorville area)",,This is truly big data and machine learning without the buzzwords. Criteo Research is offering Intern Scientist positions at our Palo Alto office....
Intern - Research Scientist (PhD),Visa,"Palo Alto, CA",,"Secure Data Acquisition and Analysis. Data Analytics, Security, and Future of Payment. Experience with large scale data processing using Hadoop and MapReduce...."
Machine Learning Data Visualization,KLA-Tencor,"Milpitas, CA 95035",,"Responsibility will include the development of the front end of our web based, service oriented application that requires persistence, processing and..."
Senior Quantitative Analyst,Stanford University,"Stanford, CA 94305",,"Demonstrated experience with data development, data integration, and statistics. Develop new data models...."
"Senior Manager / Principal Data Scientist, Enterprise Data Science Office",Cisco,"San Jose, CA",,At least 6 years of Experience as a Data Scientist and Associate Data Scientist. Experience working with structured data and unstructured data....
"Software Engineer, Computer Vision and Machine Learning",Osmo,"Palo Alto, CA",,"Tangible Play, Inc. seeks Software Engineer, Computer Vision and Machine Learning in Palo Alto, CA to be responsible for researching, developing, and..."
Machine Learning / Deep Learning Research Engineer,"Faraday Future, Inc.","San Jose, CA",,"Master’s or Doctoral degree with 3+ years of experience in machine learning or adjacent fields (computer science, statistics, data mining, data science, big..."
Machine Learning Research Position,KLA-Tencor,"Milpitas, CA 95035",,Write production modeling code at scale for high data rate systems. Design and perform experimental data analysis to gain deep understanding of the problem....
