position,company,location,salary,summary
Scientist II,Singulex Inc,"Alameda, CA",,Plan and coordinate experiments and review data of junior personnel. Present data at team meetings or to small focus groups that may include representatives...
Junior Business Analyst Engineer,Sidecar,"San Francisco, CA",,"Validate data to ensury accuracy. For this position, we are looking for a talented data scientist, who will be working directly with developers, business owners..."
Software Engineer - Machine Learning,Yelp,"San Francisco, CA 94105 (Financial District area)",,Terabytes of data:. All in a day’s work for our data teams! The algorithms and data structures experience to make your ideas workable....
Software Engineer - Machine Learning,Affirm,"San Francisco, CA 94126 (Financial District area)",,"Deep understanding and experience with data engineering, data analysis, and statistical modeling, in the development of a real-time service...."
Machine Learning Fellow SAN FRANCISCOMEMBER OF TECHNICAL STAFFINTERNSHIP,OpenAI,"San Francisco, CA",,"Our fellowship program is for people who are beginning a career in deep learning and AI. As a Fellow, you'll have the opportunity to work on one of our teams..."
"Postdoctoral Fellowship, Data Institute",University of San Francisco,"San Francisco, CA 94117 (Haight-Ashbury area)",,"Postdoctoral Fellowship, Data Institute. The Data Institute was founded in the summer of 2016 and serves to advance multidisciplinary research in data science,..."
Machine Learning Engineer SAN FRANCISCOMEMBER OF TECHNICAL STAFFFULL-TIME,OpenAI,"San Francisco, CA",,The Machine Learning Engineer role is responsible for building AI systems that can perform previously impossible tasks or achieve unprecedented levels of...
Project Scientist,Terracon,"Emeryville, CA",,"May oversee work performed by lower level environmental scientists and technicians. Performs site visits, field observations and field data collection or..."
Sr. Research Analyst I,Center for Sustainable,"Oakland, CA",,"Data Visualization and Reporting Generate web-based data visualization, maps and reporting tools. Administer surveys, focus groups and/or interviews Assemble,..."
"Associate Scientist, HTS","Amyris, Inc.","Emeryville, CA",,"Associate Scientist, HTS. Specific responsibilities include preparation of reagents, attending team meetings, tracking and processing of samples, operation of..."
"Associate Scientist, Chromatography","Amyris, Inc.","Emeryville, CA",,"Associate Scientist, Chromatography. Experience with statistical analysis of large data sets, particularly with JMP and Spotfire...."
Machine Learning Engineer SAN FRANCISCOMEMBER OF TECHNICAL STAFFFULL-TIME,OpenAI,"San Francisco, CA",,The Machine Learning Engineer role is responsible for building AI systems that can perform previously impossible tasks or achieve unprecedented levels of...
Senior Data Scientist,Indigo Fair,"San Francisco, CA",,"As our first outside data scientist hire, you will be instrumental in building out this new discipline in a high-growth startup...."
Statistical Scientist,Genentech,"South San Francisco, CA",,Candidates should be experienced in data analysis and expect to pursue projects involving statistical applications to molecular data for clinical development....
"Postdoctoral Fellowship, Data Institute",University of San Francisco,"San Francisco, CA 94117 (Haight-Ashbury area)",,"Postdoctoral Fellowship, Data Institute. The Data Institute was founded in the summer of 2016 and serves to advance multidisciplinary research in data science,..."
"Senior Quantitative Analyst, Analytics",SoFi,"San Francisco, CA",,"If you are a rockstar data and analytics guru with a background in engineer, math, physics, data science or marketing analytics, we'd love to hear from you!..."
"Associate Scientist, Metabolomics (Temporary)","Amyris, Inc.","Emeryville, CA",,"Associate Scientist, Metabolomics (Temporary). Ability to retrieve, manipulate and interpret data from large databases...."
"Plant Genomics Research Associate, IGI",University of California Berkeley,"Berkeley, CA",,"Collaborate with other institutions, compile data, prepare and draft research reports. Our scientists conduct world-class research, driven by the real..."
Senior Data Scientist - Product Operations Advanced Analytics,Gap Inc. Corporate,"San Francisco, CA",,"The Product Operations Advanced Analytics Team drives business benefits for Gap Inc. and its brands by applying industrial engineering/management science,..."
Software Engineer - Machine Learning & Recommendations,Mozilla,"San Francisco, CA",,"You have worked with large, complex data sets and used statistics, data mining and modeling to extract useful data and insights...."
Software Engineer - Machine Learning & Recommendations,Pocket,"San Francisco, CA",,"You have worked with large, complex data sets and used statistics, data mining and modeling to extract useful data and insights...."
Data Scientist - Human Services,Mathematica Policy Research,"Oakland, CA 94612 (Northgate area)",,"Mathematica seeks a data scientist with experience in the design, development and implementation of applied data science and advanced analytics efforts for data..."
Machine Learning Systems Engineer - Routing,Uber,"San Francisco, CA 94103 (South Of Market area)",,You are aware of the power of data. Big and detailed data provides endless opportunities for machine learning and analytics.High scalability engineering....
